Project ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,Project QLICI Amount,Estimated Total Project Cost,City,Standard_City,State,Standard_State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract Project
WA0109,53033009300,Metropolitan,2012,Multi-CDE Project,"$53,580,000.00 ","$66,818,930.00 ",Seattle,Seattle,WA,Washington,98104,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WA0110,53015001000,Non-Metropolitan,2012,Merrill Lynch Community Development Company,"$669,550.00 ","$1,329,593.00 ",Kelso,Kelso,WA,Washington,98626,Business Financing,NRE,NO,NO
WA0112,53075000900,Metropolitan,2012,Midwest Minnesota Community Development Corporation,"$15,757,500.00 ","$17,573,500.00 ",Rosalia,Rosalia,WA,Washington,99170,Business Financing,NRE,NO,NO
WA0113,53035080500,Metropolitan,2005,"Kitsap County NMTC Facilitators I, LLC","$1,547,340.00 ","$1,547,340.00 ",Bremerton,Bremerton,WA,Washington,98337,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WA0114,53033009100,Metropolitan,2006,"HEDC New Markets, Inc","$14,026,856.00 ","$20,000,000.00 ",Seattle,Seattle,WA,Washington,98104,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WA0116,53009000900,Non-Metropolitan,2010,Craft3,"$4,559,000.00 ","$43,200,000.00 ",Port Angeles,Port Angeles,WA,Washington,98362,Business Financing,NRE,NO,NO
WA0117,53009001000,Non-Metropolitan,2013,Ecotrust CDE LLC,"$12,129,500.00 ","$12,485,000.00 ",Port Angeles,Port Angeles,WA,Washington,98362,Business Financing,NRE,NO,NO
WA0118,53047970600,Non-Metropolitan,2013,"HEDC New Markets, Inc","$6,378,240.00 ","$8,524,181.00 ",Omak,Omak,WA,Washington,98841,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
WA0119,53025010600,Non-Metropolitan,2013,"Community Hospitality Healthcare Services, LLC","$8,730,000.00 ","$9,050,000.00 ",Quincy,Quincy,WA,Washington,98848,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
WA0120,53047940100,Non-Metropolitan,2014,Multi-CDE Project,"$33,838,866.00 ","$45,317,709.57 ",Nespelem,Nespelem,WA,Washington,99155,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WA0121,53051970200,Non-Metropolitan,2014,Multi-CDE Project,"$10,490,000.00 ","$11,137,932.00 ",Usk,Usk,WA,Washington,99180,Business Financing,SPE,YES,NO
WA0122,53025010800,Non-Metropolitan,2014,National Community Investment Fund,"$6,790,000.00 ","$55,513,415.00 ",Moses Lake,Moses Lake,WA,Washington,98837,Business Financing,NRE,NO,NO
WA0123,53033026400,Metropolitan,2015,Multi-CDE Project,"$7,625,000.00 ","$8,640,440.00 ",Seattle,Seattle,WA,Washington,98108,Business Financing,NRE,YES,NO
WA0124,53033009400,Metropolitan,2015,Multi-CDE Project,"$22,500,000.00 ","$56,344,590.00 ",Seattle,Seattle,WA,Washington,98144,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WA0125,53033001300,Metropolitan,2015,Multi-CDE Project,"$13,540,000.00 ","$26,889,079.00 ",Seattle,Seattle,WA,Washington,98133,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WA0126,53009940000,Non-Metropolitan,2014,"HEDC New Markets, Inc","$7,620,320.00 ","$13,737,981.00 ",Neah Bay,Neah Bay,WA,Washington,98357,Real Estate–Rehabilitation–Commercial,SPE,NO,NO
WA0128,53061053509,Metropolitan,2015,City of Everett CDE LLC,"$1,480,000.00 ","$1,577,370.00 ",Arlington,Arlington,WA,Washington,98223,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WA0129,53061041202,Metropolitan,2015,City of Everett CDE LLC,"$9,247,840.00 ","$9,247,840.00 ",Everett,Everett,WA,Washington,98203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WA0130,53061051602,Metropolitan,2015,City of Everett CDE LLC,"$1,950,000.00 ","$2,799,000.00 ",Lynnwood,Lynnwood,WA,Washington,98037,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WA0131,53061053509,Metropolitan,2015,City of Everett CDE LLC,"$4,500,000.00 ","$7,490,090.00 ",Arlington,Arlington,WA,Washington,98223,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WA0132,53061040800,Metropolitan,2015,City of Everett CDE LLC,"$8,850,000.00 ","$13,626,262.00 ",Everett,Everett,WA,Washington,98201,Business Financing,NRE,NO,NO
WA0133,53077940002,Metropolitan,2015,"Dakotas America, LLC","$9,600,000.00 ","$14,119,002.00 ",Toppenish,Toppenish,WA,Washington,98948,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
WA0134,53053071602,Metropolitan,2015,"Habitat for Humanity NMTC, LLC","$2,334,474.00 ","$4,417,861.04 ",Tacoma,Tacoma,WA,Washington,98445,Real Estate – Construction–Housing-Single Family,RE,NO,YES
WA0135,53033008600,Metropolitan,2015,Seattle Investment Fund LLC,"$8,640,000.00 ","$8,815,000.00 ",Seattle,Seattle,WA,Washington,98122,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WA0136,53031950500,Non-Metropolitan,2016,Ecotrust CDE LLC,"$5,820,000.00 ","$6,000,000.00 ",Chimacum,Chimacum,WA,Washington,98325,Business Financing,NRE,NO,NO
WA0137,53001950500,Non-Metropolitan,2016,Multi-CDE Project,"$30,510,000.00 ","$37,855,832.00 ",Othello,Othello,WA,Washington,99344,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
WA0139,53053062300,Metropolitan,2017,"RBC Community Development, LLC","$6,370,000.00 ","$34,514,568.00 ",Tacoma,Tacoma,WA,Washington,98404,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WA0141,53013960200,Non-Metropolitan,2017,CEI Capital Management LLC,"$9,750,000.00 ","$39,437,588.00 ",Starbuck,Starbuck,WA,Washington,99359,Business Financing,NRE,NO,NO
WA0142,53021020100,Metropolitan,2017,"Brownfield Revitalization, LLC","$7,350,000.00 ","$10,063,704.00 ",Pasco,Pasco,WA,Washington,99301,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WA0143,53033030314,Metropolitan,2017,Clearinghouse Community Development Financial Institution,"$9,310,000.00 ","$37,000,000.00 ",Federal Way,Federal Way,WA,Washington,98003,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
WA0144,53051970200,Non-Metropolitan,2017,Clearinghouse Community Development Financial Institution,"$8,820,000.00 ","$9,810,000.00 ",Cusick,Cusick,WA,Washington,99119,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0001,55067960700,Non-Metropolitan,2005,Johnson Community Development Company,"$1,600,000.00 ","$1,920,000.00 ",Antigo,Antigo,WI,Wisconsin,54409,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0002,55043960200,Non-Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$215,815.00 ","$242,500.00 ",boscobel,Boscobel,WI,Wisconsin,53805,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0003,55125950700,Non-Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$147,500.00 ","$329,219.00 ",Boulder Junction,Boulder Junction,WI,Wisconsin,54512,Business Financing,NRE,NO,NO
WI0004,55035001101,Metropolitan,2010,"BMO Harris New Markets Fund, LLC","$1,000,000.00 ","$1,162,000.00 ",Eau Claire,Eau Claire,WI,Wisconsin,54703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0005,55077960400,Non-Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$240,000.00 ","$241,000.00 ",endeavor,Endeavor,WI,Wisconsin,53930,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0006,55079004400,Metropolitan,2010,"First-Ring Industrial Redevelopment Enterprise, Inc.","$6,860,000.00 ","$8,167,304.00 ",Glendale,Milwaukee,WI,Wisconsin,53212,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0007,55009000100,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$3,000,000.00 ","$4,600,000.00 ",green bay,Green Bay,WI,Wisconsin,54303,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0008,55009000900,Metropolitan,2007,Johnson Community Development Company,"$2,375,000.00 ","$2,530,000.00 ",Green Bay,Green Bay,WI,Wisconsin,54302,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0009,55019950400,Non-Metropolitan,2012,Multi-CDE Project,"$32,424,000.00 ","$106,147,291.00 ",Greenwood,Greenwood,WI,Wisconsin,54437,Business Financing,NRE,YES,NO
WI0010,55113100300,Non-Metropolitan,2005,Johnson Community Development Company,"$660,000.00 ","$735,000.00 ",Hayward,Hayward,WI,Wisconsin,54843,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0011,55105000400,Metropolitan,2006,Johnson Community Development Company,"$1,435,000.00 ","$1,550,000.00 ",Janesville,Janesville,WI,Wisconsin,53548,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0012,55059000900,Metropolitan,2010,Johnson Community Development Company,"$2,900,000.00 ","$8,916,407.00 ",Kenosha,Kenosha,WI,Wisconsin,53140,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0013,55059001100,Metropolitan,2007,Johnson Community Development Company,"$3,000,000.00 ","$3,350,000.00 ",Kenosha,Kenosha,WI,Wisconsin,53143,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0014,55063000300,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$9,527,000.00 ","$10,000,000.00 ",LaCrosse,La Crosse,WI,Wisconsin,54602,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0015,55063000100,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$1,000,000.00 ","$4,500,000.00 ",lacrosse,La Crosse,wi,Wisconsin,54603,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0016,55063000300,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$3,668,900.00 ","$11,420,000.00 ",LaCrosse,La Crosse,WI,Wisconsin,54601,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0017,55063000200,Non-Metropolitan,2004,Local Initiatives Support Corporation,"$5,170,084.00 ","$5,170,084.00 ",Viola,Viola,WI,Wisconsin,54664,Business Financing,NRE,NO,YES
WI0018,55063000400,Metropolitan,2008,Merrill Lynch Community Development Company,"$444,000.00 ","$1,110,000.00 ",LaCrosse,La Crosse,WI,Wisconsin,54601,Business Financing,NRE,NO,NO
WI0019,55025001705,Metropolitan,2009,Johnson Community Development Company,"$7,500,000.00 ","$64,922,000.00 ",Madison,Madison,WI,Wisconsin,53703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0020,55025002100,Metropolitan,2009,"Wisconsin Brownfield and Economic Development Fund, LLC","$7,722,000.00 ","$8,012,211.00 ",Madison,Madison,WI,Wisconsin,53704,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0021,55025001502,Metropolitan,2004,"Impact Seven, Inc.","$3,400,000.00 ","$3,600,000.00 ",Madison,Madison,WI,Wisconsin,53713,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0022,55025002000,Metropolitan,2009,"Wisconsin Community Development Legacy Fund, Inc.","$9,700,000.00 ","$10,000,000.00 ",Sun Prairie,Sun Prairie,WI,Wisconsin,53590,Business Financing,NRE,NO,YES
WI0023,55025001502,Metropolitan,2007,"Wachovia Community Development Enterprises, LLC","$4,650,000.00 ","$5,724,525.00 ",MADISON,Madison,WI,Wisconsin,53713,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0024,55025002500,Metropolitan,2007,"Advantage Capital Community Development Fund, LLC","$1,550,000.00 ","$1,850,000.00 ",Madison,Madison,WI,Wisconsin,53704,Business Financing,NRE,NO,NO
WI0025,55025001605,Metropolitan,2009,"Wisconsin Brownfield and Economic Development Fund, LLC","$14,157,000.00 ","$14,157,000.00 ",Madison,Madison,WI,Wisconsin,53703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0027,55025002000,Metropolitan,2006,"USBCDE, LLC","$6,435,000.00 ","$9,814,901.00 ",Madison,Madison,WI,Wisconsin,53704,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0028,55025001402,Metropolitan,2004,"Impact Seven, Inc.","$3,200,000.00 ","$3,500,000.00 ",Madison,Madison,WI,Wisconsin,53713,Business Financing,NRE,NO,NO
WI0029,55025001401,Metropolitan,2009,Johnson Community Development Company,"$892,776.00 ","$5,942,048.00 ",Madison,Madison,WI,Wisconsin,53713,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0030,55025001401,Metropolitan,2004,"Wisconsin Community Development Legacy Fund, Inc.","$9,540,000.00 ","$9,582,433.67 ",Madison,Madison,WI,Wisconsin,53713,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0031,55025001502,Metropolitan,2007,"Consortium America, LLC","$6,265,000.00 ","$7,700,000.00 ",Madison,Madison,WI,Wisconsin,53713,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0032,55025001402,Metropolitan,2007,Johnson Community Development Company,"$7,500,000.00 ","$51,000,000.00 ",Madison,Madison,WI,Wisconsin,53713,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0033,55025001402,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$7,500,000.00 ","$44,100,000.00 ",madison,Madison,WI,Wisconsin,53713,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0034,55025001502,Metropolitan,2008,"Wisconsin Brownfield and Economic Development Fund, LLC","$20,790,000.00 ","$22,290,000.00 ",Madison,Madison,WI,Wisconsin,53713,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0035,55025001502,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,946,779.00 ","$3,100,000.00 ",Madison,Madison,WI,Wisconsin,53713,Other Financing Purpose,NRE,NO,NO
WI0036,55025001705,Metropolitan,2004,Multi-CDE Project,"$22,222,720.00 ","$28,900,000.00 ",Madison,Madison,WI,Wisconsin,53703,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WI0039,55025002500,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$2,052,220.00 ","$2,200,000.00 ",Madison,Madison,WI,Wisconsin,53704,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0040,55025001704,Metropolitan,2005,Johnson Community Development Company,"$12,400,000.00 ","$17,200,000.00 ",Madison,Madison,WI,Wisconsin,53703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0041,55025001605,Metropolitan,2009,Johnson Community Development Company,"$4,100,000.00 ","$4,100,000.00 ",Madison,Madison,WI,Wisconsin,53703,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0042,55025001200,Metropolitan,2010,Johnson Community Development Company,"$1,101,075.00 ","$1,211,000.00 ",Madison,Madison,WI,Wisconsin,53715,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0043,55025001606,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$2,000,000.00 ","$116,500,000.00 ",madison,Madison,WI,Wisconsin,53706,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0044,55025001603,Metropolitan,2006,Johnson Community Development Company,"$7,000,000.00 ","$190,000,000.00 ",Madison,Madison,WI,Wisconsin,53715,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0045,55033970800,Non-Metropolitan,2006,"Community Development Funding, LLC","$6,784,452.00 ","$7,804,000.00 ",menomonie,Menomonie,WI,Wisconsin,54751,Business Financing,NRE,NO,NO
WI0046,55079014100,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$448,787.00 ","$1,125,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53205,Business Financing,NRE,NO,NO
WI0047,55079185300,Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$1,960,000.00 ","$4,410,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53226,Business Financing,RE,NO,NO
WI0048,55079187400,Metropolitan,2008,Milwaukee Economic Development Corporation,"$336,000.00 ","$884,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53204,Business Financing,NRE,NO,NO
WI0049,55079000201,Metropolitan,2008,Milwaukee Economic Development Corporation,"$500,000.00 ","$2,430,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53224,Business Financing,NRE,NO,NO
WI0050,55079187400,Metropolitan,2006,Johnson Community Development Company,"$5,750,000.00 ","$7,235,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0051,55079014600,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$488,704.00 ","$1,800,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53233,Business Financing,NRE,NO,NO
WI0052,55079186800,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$320,000.00 ","$897,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53233,Business Financing,NRE,NO,NO
WI0053,55079011000,Metropolitan,2006,Milwaukee Economic Development Corporation,"$140,000.00 ","$350,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53202,Business Financing,NRE,NO,NO
WI0054,55079014100,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$4,400,000.00 ","$6,483,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53205,Business Financing,NRE,NO,NO
WI0056,55079187400,Metropolitan,2005,Johnson Community Development Company,"$4,700,000.00 ","$4,700,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0057,55079186800,Metropolitan,2006,Multi-CDE Project,"$14,226,713.00 ","$16,783,917.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53223,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WI0059,55079011300,Metropolitan,2007,Johnson Community Development Company,"$9,646,090.00 ","$23,789,913.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0060,55079008500,Metropolitan,2007,"Community Development Funding, LLC","$9,453,800.00 ","$13,388,491.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53206,Business Financing,NRE,NO,NO
WI0062,55079187400,Metropolitan,2006,Multi-CDE Project,"$4,050,000.00 ","$4,621,010.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53204,Business Financing,NRE,YES,NO
WI0064,55079016300,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$460,000.00 ","$485,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0065,55079185400,Metropolitan,2007,Milwaukee Economic Development Corporation,"$225,000.00 ","$634,417.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53205,Business Financing,NRE,NO,NO
WI0066,55079011400,Metropolitan,2008,"National New Markets Tax Credit Fund, Inc","$1,071,610.00 ","$1,071,610.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Business Financing,RE,NO,NO
WI0067,55079185400,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$833,405.00 ","$1,041,756.00 ",milwaukee,Milwaukee,WI,Wisconsin,53205,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0068,55079187400,Metropolitan,2009,Multi-CDE Project,"$34,758,149.00 ","$34,758,149.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0070,55079186300,Metropolitan,2008,Multi-CDE Project,"$15,000,000.00 ","$27,724,164.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53203,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
WI0072,55079186800,Metropolitan,2009,Johnson Community Development Company,"$4,500,000.00 ","$9,675,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53233,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0073,55079187400,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$1,000,000.00 ","$1,800,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0074,55079185600,Metropolitan,2006,Milwaukee Economic Development Corporation,"$235,174.00 ","$1,061,730.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Business Financing,NRE,NO,NO
WI0075,55079004400,Metropolitan,2007,Johnson Community Development Company,"$4,560,000.00 ","$4,560,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0077,55079185500,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$400,000.00 ","$1,000,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53206,Business Financing,NRE,NO,NO
WI0078,55079187400,Metropolitan,2007,Multi-CDE Project,"$10,750,000.00 ","$12,300,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate–Rehabilitation–Commercial,RE,YES,NO
WI0080,55079001000,Metropolitan,2010,Milwaukee Economic Development Corporation,"$500,000.00 ","$1,250,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53209,Business Financing,NRE,NO,NO
WI0081,55079018400,Metropolitan,2006,Milwaukee Economic Development Corporation,"$146,400.00 ","$366,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53207,Business Financing,NRE,NO,NO
WI0082,55079015900,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$2,000,000.00 ","$5,100,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53215,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
WI0083,55079186800,Metropolitan,2007,Multi-CDE Project,"$960,000.00 ","$1,067,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53233,Business Financing,NRE,YES,NO
WI0085,55079185700,Metropolitan,2006,"Wisconsin Community Development Legacy Fund, Inc.","$2,007,058.00 ","$2,007,058.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Other Financing Purpose,NRE,NO,NO
WI0086,55079002400,Metropolitan,2008,"BMO Harris New Markets Fund, LLC","$122,891.00 ","$310,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53209,Business Financing,NRE,NO,NO
WI0087,55079185700,Metropolitan,2010,"Wisconsin Community Development Legacy Fund, Inc.","$5,250,000.00 ","$5,250,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0088,55079007100,Metropolitan,2006,Milwaukee Economic Development Corporation,"$1,440,000.00 ","$3,600,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53221,Business Financing,NRE,NO,NO
WI0089,55079187400,Metropolitan,2006,Milwaukee Economic Development Corporation,"$410,000.00 ","$978,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53202,Business Financing,NRE,NO,NO
WI0090,55079016100,Metropolitan,2010,Chase Community Development Corporation,"$4,280,000.00 ","$4,375,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53204,Real Estate–Rehabilitation–Commercial,NRE,NO,YES
WI0091,55079008100,Metropolitan,2010,Milwaukee Economic Development Corporation,"$362,903.00 ","$917,562.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Business Financing,NRE,NO,NO
WI0092,55079187400,Metropolitan,2005,"Wisconsin Community Development Legacy Fund, Inc.","$7,479,774.00 ","$8,000,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
WI0095,55079186800,Metropolitan,2006,Milwaukee Economic Development Corporation,"$28,000,000.00 ","$30,500,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Business Financing,NRE,NO,NO
WI0096,55079186800,Metropolitan,2006,Milwaukee Economic Development Corporation,"$120,000.00 ","$340,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53233,Business Financing,NRE,NO,NO
WI0097,55079004700,Metropolitan,2006,Johnson Community Development Company,"$3,512,000.00 ","$3,880,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53216,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0098,55079000900,Metropolitan,2009,"Wisconsin Business Growth Fund, Inc.","$4,250,000.00 ","$4,250,000.00 ",MILWAUKEE,Milwaukee,WI,Wisconsin,53209,Business Financing,NRE,NO,NO
WI0101,55079004800,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$80,000.00 ","$256,000.00 ",milwaukee,Milwaukee,WI,Wisconsin,53210,Business Financing,NRE,NO,NO
WI0102,55079004700,Metropolitan,2009,"National New Markets Tax Credit Fund, Inc","$760,000.00 ","$1,757,600.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53216,Business Financing,RE,NO,NO
WI0103,55079186800,Metropolitan,2007,Johnson Community Development Company,"$4,500,000.00 ","$4,500,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
WI0104,55079009000,Metropolitan,2006,Milwaukee Economic Development Corporation,"$340,000.00 ","$1,171,500.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Business Financing,NRE,NO,NO
WI0105,55079016000,Metropolitan,2007,Milwaukee Economic Development Corporation,"$196,000.00 ","$490,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53215,Business Financing,NRE,NO,NO
WI0106,55079004400,Metropolitan,2007,Merrill Lynch Community Development Company,"$1,661,600.00 ","$1,661,600.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53212,Business Financing,NRE,NO,NO
WI0107,55079004700,Metropolitan,2009,Milwaukee Economic Development Corporation,"$220,000.00 ","$600,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53216,Business Financing,NRE,NO,NO
WI0108,55079004400,Metropolitan,2007,"BMO Harris New Markets Fund, LLC","$1,271,790.00 ","$1,485,987.00 ",milwaukee,Milwaukee,WI,Wisconsin,53212,Real Estate–Rehabilitation–Commercial,RE,NO,NO
WI0109,55079186800,Metropolitan,2008,Multi-CDE Project,"$20,000,000.00 ","$26,000,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Business Financing,NRE,YES,NO
WI0110,55079186800,Metropolitan,2006,Milwaukee Economic Development Corporation,"$600,000.00 ","$1,910,000.00 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Business Financing,NRE,NO,NO
WI0112,55079013300,Metropolitan,2010,Multi-CDE Project,"$1,590,187.20 ","$1,590,187.20 ",Milwaukee,Milwaukee,WI,Wisconsin,53208,Business Financing,NRE,YES,NO
